fuente,nit,nit-razon social,Sector,ut,ventas
,830112261,830112261 - Asesorias E Inversiones Financieras Sas,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,936
,830112265,830112265 - Colombia Iluminada Sas,F4321 - Instalaciones eléctricas,,2080
,830112297,830112297 - Inversiones Dam Y Cia S En C,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,133
,830112321,830112321 - Negocios Fides Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,570
,830112333,830112333 - Distribuidora Metroceramicas S.A.S,"J6311 - Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",,16682
,830112447,830112447 - Valtec Digital S.A.S.,C1811 - Actividades de impresión,,4661
,830112745,830112745 - Globotech Displays De Colombia Sa,G4610 - Comercio al por mayor a cambio de una retribución o por contrata,,2236
,830112832,830112832 - Finca Luna Roja Sca,"A0111 - Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas",,2520
,830112850,830112850 - Gutierrez Patiño & Cia S.A.S,M6910 - Actividades jurídicas,,621
,830112988,830112988 - Usa Postal Sa,H4923 - Transporte de carga por carretera,,3734
,830113035,830113035 - Pisa Farmaceutica De Colombia Sa,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,213214
,830113072,830113072 - Garcia Iguaran Asociados Sas,M7010 - Actividades de administración empresarial,,2007
,830113227,830113227 - Fti Consulting Sas,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",,36230
,830113371,830113371 - Lenox Ltda,N7820 - Actividades de empresas de servicios temporales,,9076
,830113395,830113395 - Casuarinas Sas,K6613 - Otras actividades relacionadas con el mercado de valores,,109
,830113420,830113420 - Plataya Ltda,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,1299
,830113487,830113487 - Inversiones Y Representaciones Burgos De Bedout Sas,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,362
,830113525,830113525 - Rahs Ingenieria Sas,F4220 - Construcción de proyectos de servicio público,,6698
,830113629,830113629 - Ie Inter Electricas Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,43765
,830113642,830113642 - Salgado Restrepo Arquitectos Sas,M7111 - Actividades de arquitectura,,1423
,830113718,830113718 - Center Parking City Sas,"H5221 - Actividades de estaciones, vías y servicios complementarios para el transporte terrestre",,1173
,830113719,830113719 - Copalma Sas,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,,18473
,830113727,830113727 - Reenvasar Sas,"G4665 - Comercio al por mayor de desperdicios, desechos y chatarra",,7861
,830113905,830113905 - Distri Once Sas,T9810 - Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio,,9728
,830113914,830113914 - Institucional Star Services Ltda,G4649 - Comercio al por mayor de otros utensilios domésticos n.c.p.,,9830
,830113956,830113956 - Ti Sparkle Colombia Ltda,J6110 - Actividades de telecomunicaciones alámbricas,,8953
,830114005,830114005 - Avia Marketing S.A.S.,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,,8649
,830114018,830114018 - Gaia Vitare S.A.S,E3822 - Tratamiento y disposición de desechos peligrosos,,7609
,830114029,830114029 - C.I Fire Marketing S.A.S,G4669 - Comercio al por mayor de otros productos n.c.p.,,2448
,830114072,830114072 - Best Choice Y Cia Sas,G4631 - Comercio al por mayor de productos alimenticios,,40970
,830114289,830114289 - Ad Orange S.A.S,M7310 - Publicidad,,2207
,830114329,830114329 - Inversiones Forero Marcelo Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,339
,830114332,830114332 - Integral Millenium Sas En Reorganización,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,2090
,830114417,830114417 - Bee Group Sas,M7310 - Publicidad,,3733
,830114440,830114440 - Proyectos Civiles Sym Ltda,F4290 - Construcción de otras obras de ingeniería civil,,9823
,830114448,830114448 - Jvh Ferreteria Ltda,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,3176
,830114452,830114452 - Kno Environmental Solutions Ltda,C2511 - Fabricación de productos metálicos para uso estructural,,4215
,830114455,830114455 - Inversiones Marquez Garcia Y Cia S En C,Q8691 - Actividades de apoyo diagnóstico,,876
,830114522,830114522 - English Language Services Ltda,"G4761 - Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados",,7030
,830114737,830114737 - Gas Instrument Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,3968
,830114864,830114864 - Delmar Delgado Martinez Y Cia S En C,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,,596
,830114969,830114969 - Topaz Colombia Sa,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,73071
,830115076,830115076 - Combustibles Altamira Sas,G4731 - Comercio al por menor de combustible para automotores,,10429
,830115153,830115153 - Inversiones Patiño Moreno Y Cia S En C,Q8691 - Actividades de apoyo diagnóstico,,14
,830115239,830115239 - Inversiones El Carnal Sas,I5619 - Otros tipos de expendio de comidas preparadas n.c.p.,,58115
,830115250,830115250 - Rodamundi Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,68746
,830115253,830115253 - La Tienda De Las Telas S.A,G4751 - Comercio al por menor de productos textiles en establecimientos especializados,,10736
,830115439,830115439 - Grupo Empresarial Dali Sas,G4731 - Comercio al por menor de combustible para automotores,,10540
,830115469,830115469 - Angel Lucena E Hijos Sociedad En Comandita Simple,M7020 - Actividades de consultoría de gestión,,222
,830115484,830115484 - Estudio Arquitectura Sas,M7111 - Actividades de arquitectura,,182
,830115570,830115570 - Super Audio Sas,"G4742 - Comercio al por menor de equipos y aparatos de sonido y de video, en establecimientos especializados",,68959
,830115573,830115573 - Confecciones Aviltex Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",,5291
,830115607,830115607 - Manufacturas Para Cereales Sa,C1102 - Elaboración de bebidas fermentadas no destiladas,,4463
,830115631,830115631 - Grupo Latinoamericano De Inversiones S.A.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,25
,830115656,830115656 - Comercializadora Diaz Hermanos Cdh S.A.S.,G4631 - Comercio al por mayor de productos alimenticios,,31114
,830115698,830115698 - Velbe Sas,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,,671
,830115738,830115738 - Sec+Latam Comunicaciones Estrategicas Sas,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",,31698
,830115764,830115764 - Bytte Sas,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",,18897
,830116122,830116122 - Sadinsa S.A.,M7010 - Actividades de administración empresarial,,3901
,830116147,830116147 - Asesores En Seleccion Y Administracion De Personal Asap Sas,N7820 - Actividades de empresas de servicios temporales,,5640
,830116158,830116158 - Importadora Javi Sas,G4690 - Comercio al por mayor no especializado,,4438
,830116173,830116173 - Eventos Y Sistemas Sas,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",,3314
,830116450,830116450 - Comunicciones Globales Colombia Sa,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",,9791
,830116471,830116471 - Inmobiliaria Los Altos Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,1253
,830116500,830116500 - Meridian Consulting Ltda,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,,22746
,830116510,830116510 - Comercializadora Natural Light Sas,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",,30802
,830116610,830116610 - Enlazamos Sas,N8220 - Actividades de centros de llamadas (call center),,1009
,830116629,830116629 - Inversiones Y Construcciones Gaviria Vallejo Inverco Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,394
,830116638,830116638 - Codificacion Y Etiquetado Sa,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,62899
,830116648,830116648 - Colombian Green Energy Sas,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,,25252
,830116654,830116654 - Lozano Atuesta Y Cia. S A S,M6910 - Actividades jurídicas,,774
,830116921,830116921 - Distribuciones Y Representaciones R&C S En Cs,G4690 - Comercio al por mayor no especializado,,3701
,830116938,830116938 - Farmared Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,517
,830117027,830117027 - Sumiser Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,9451
,830117064,830117064 - Comercializadora Al Grano Sas,G4631 - Comercio al por mayor de productos alimenticios,,140490
,830117080,830117080 - Plamol Sas,M6910 - Actividades jurídicas,,2965
,830117139,830117139 - Nipro Medical Corporation,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,68972
,830117144,830117144 - Inversiones San Juan Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,975
,830117145,830117145 - Ci Frutireyes Sas,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,,34933
,830117247,830117247 - Grupo Comercial Bufalo Sas,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",,1565
,830117370,830117370 - Servimeters Sas,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,,22620
,830117406,830117406 - Concretos El Ruby S.A.S,"C2395 - Fabricación de artículos de hormigón, cemento y yeso",,6224
,830117480,830117480 - Ci Unicorn Textile International Sas,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",,9671
,830117495,830117495 - Inversiones Santo Y Leña Sas En Reorganizacion,I5612 - Expendio por autoservicio de comidas preparadas,,801
,830117529,830117529 - June Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,14749
,830117659,830117659 - Frc Ingenieria Sas En Reorganizacion,C2824 - Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción,,8385
,830117686,830117686 - Benjamin Sanchez & Cia Sa,F4111 - Construcción de edificios residenciales,,2472
,830117711,830117711 - Aristizabal & Jimenez S En C,M6910 - Actividades jurídicas,,5785
,830117735,830117735 - Promotora De Comercio Inmobiliario Sa,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,33604
,830117761,830117761 - Teccivil Sas,F4290 - Construcción de otras obras de ingeniería civil,,7377
,830117787,830117787 - Investam Y Cia Sa,G4731 - Comercio al por menor de combustible para automotores,,12780
,830117841,830117841 - Avanzada Sa,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,,8357
,830117896,830117896 - Construcciones Ar & S Sas,F4210 - Construcción de carreteras y vías de ferrocarril,,1853
,830118155,830118155 - Ballen B Y Cia Sas,F4210 - Construcción de carreteras y vías de ferrocarril,,2805
,830118216,830118216 - Sefco S. A. S.,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,6
,830118320,830118320 - Artepan Sas,C1032 - Elaboración de aceites y grasas de origen vegetal refinados,,34927
,830118348,830118348 - Unipar Alquiler De Computadores Sas,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",,34237
,830118441,830118441 - Inversiones Amure Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,33
,830118467,830118467 - Inversiones Y Comercializadora El Porvenir Sas,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,,153
,830118511,830118511 - Global Skin Ltda,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,4884
,830118674,830118674 - Ingenieria Infraestructura Y Telecomunicaciones Ltda Infratel Ltda,F4290 - Construcción de otras obras de ingeniería civil,,1940
,830118676,830118676 - Altos De Bellavista De Girardot Sas,F4111 - Construcción de edificios residenciales,,85
,830118758,830118758 - Karimka Sas,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,,1686
,830118759,830118759 - Bestools Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,5369
,830118872,830118872 - Inversiones Botero Lopez & Cia Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,1614
,830118886,830118886 - Nieto Abogados Sas,M6910 - Actividades jurídicas,,3653
,830118953,830118953 - People Sound Ltda,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",,2749
,830118978,830118978 - Inversiones Jara S.A.S.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,989
,830118991,830118991 - Inversiones Tolonir Sas,M7310 - Publicidad,,104
,830119041,830119041 - Alidur Sas En Reorganizacion,I5629 - Actividades de otros servicios de comidas,,4612
,830119070,830119070 - Caminos Inmobiliarios Sas,F4111 - Construcción de edificios residenciales,,3666
,830119137,830119137 - Nhu Diseños Construccion Y Gerencia De Proyectos Sas,M7111 - Actividades de arquitectura,,337
,830119179,830119179 - Kaizen Systems Ltda,G4669 - Comercio al por mayor de otros productos n.c.p.,,1250
,830119211,830119211 - Veyalthi Group S.A.S Veyalthi Group S.A.S,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,6029
,830119227,830119227 - Sita Information Networking Computing Colombia S.A.,J6190 - Otras actividades de telecomunicaciones,,10081
,830119276,830119276 - Inversiones Sarhem De Colombia Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",,61416
,830119312,830119312 - Somos Truck Parts Limitada,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,1533
,830119339,830119339 - Constructora E Inversiones El Solar S.A.S,F4111 - Construcción de edificios residenciales,,2374
,830119382,830119382 - Boeing International Corporation,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,,2326
,830119428,830119428 - Exiagricola Jd Ltda,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,,17025
,830119478,830119478 - Altron Ingenieria Y Montajes Sas,C2824 - Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción,,11773
,830119490,830119490 - Consultoria  E Imagen Sas,F4290 - Construcción de otras obras de ingeniería civil,,3839
,830119552,830119552 - Madertech S.A.S,C3110 - Fabricación de muebles,,1600
,830119589,830119589 - Inversiones Ramgo Sa,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,240
,830119738,830119738 - Paisagro Sas,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,,14945
,830119755,830119755 - Eurolaminados Sas,G4649 - Comercio al por mayor de otros utensilios domésticos n.c.p.,,7299
,830119905,830119905 - Fussand Sas,C2712 - Fabricación de aparatos de distribución y control de la energía eléctrica,,10399
,830120025,830120025 - Constru Americana Mrs Sas,F4111 - Construcción de edificios residenciales,,141
,830120141,830120141 - Ambiente Y Desarrollo Sas,F4290 - Construcción de otras obras de ingeniería civil,,772
,830120148,830120148 - Districamper Repuestos Universal Business Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,2811
,830120152,830120152 - Compañia Productora De Envases Graficos Sas,"C2512 - Fabricación de tanques, depósitos y recipientes de metal, excepto los utilizados para el envase o el transporte de mercancías",,6193
,830120172,830120172 - Cementos Atlas S A En Liquidacion Judicial,"G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",,133
,830120188,830120188 - Kreatura Estudio S.A.S.,F4330 - Terminación y acabado de edificios y obras de ingeniería civil,,1803
,830120215,830120215 - S3 Simple Smart Speedy S.A.S.,"J6311 - Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",,37085
,830120287,830120287 - Promotora 2003 Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,1211
,830120348,830120348 - Todosistemas Oluciones De Tecnologia De Informacion Sas En Reorganizacion,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",,3777
,830120426,830120426 - Advance Controles Colombia Sas,G4653 - Comercio al por mayor de maquinaria y equipo agropecuarios,,1314
,830120459,830120459 - Terrara Sas,F4111 - Construcción de edificios residenciales,,1294
,830120501,830120501 - It Corporation Sas,J6209 - Otras actividades de tecnologías de información y actividades de servicios informáticos,,1931
,830120513,830120513 - Servicios Medicos Especializados Semedes Ltda,"Q8621 - Actividades de la práctica médica, sin internación",,3308
,830120626,830120626 - Parcheggio Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,3578
,830120638,830120638 - Advante Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",,551
,830120641,830120641 - Link And Trade Conection C.I. S.A.S.,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,1894
,830120848,830120848 - G&S Gas And Services Sas,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,,2166
,830120857,830120857 - Inpieles Sas,"C1512 - Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en cuero, y fabricación de artículos de talabartería y guarnicionería",,5385
,830120862,830120862 - Lr Proyectos De Ingenieria Sas,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,,1895
,830120884,830120884 - Veta Tecnologia En Maderas S.A.S,"C1630 - Fabricación de partes y piezas de madera, de carpintería y ebanistería para la construcción",,4227
,830121176,830121176 - Mb Tech De Colombia Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",,7891
,830121180,830121180 - Fersu Sociedad Por Acciones Simplificadas,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,,785
,830121182,830121182 - Dja Construcciones Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,87
,830121259,830121259 - Vidrio Equipos Y Accesorios Vea Y Cia Ltda,C2511 - Fabricación de productos metálicos para uso estructural,,9484
,830121441,830121441 - Global Consulting Network Sas,M7010 - Actividades de administración empresarial,,348
,830121507,830121507 - Ingebyp Sas,F4290 - Construcción de otras obras de ingeniería civil,,20057
,830121654,830121654 - 7 M Group Sa,Q8899 - Otras actividades de asistencia social sin alojamiento n.c.p.,,8220
,830121745,830121745 - Escuela De  Gastronomía Gd Sas,P8559 - Otros tipos de educación n.c.p.,,9932
,830121750,830121750 - Altos De Belmonte I Sas,F4111 - Construcción de edificios residenciales,,1230
,830121797,830121797 - Gómez-Pinzón Propiedad Intelectual S.A.S,M6910 - Actividades jurídicas,,5617
,830121800,830121800 - Ag Agro Sas,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,,1296
,830122005,830122005 - Tecnocrash Ltda,"G4799 - Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados",,1547
,830122041,830122041 - Hermanos Muñoz Y Cia S. En C.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,1261
,830122338,830122338 - Carbones De Landazuri S.A.S Carboland,B0520 - Extracción de carbón lignito,,10280
,830122431,830122431 - Marketing Services De Colombia Sas,M7310 - Publicidad,,6860
,830122513,830122513 - Logadi Sociedad En Comandita Simple S En C,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,506
,830122576,830122576 - Metricom Limitada,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,4259
,830122755,830122755 - Inveragro Baez Palencia S.A.S.,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,,4377
,830122801,830122801 - Mantenimiento Y Seguridad Vial Sas,F4210 - Construcción de carreteras y vías de ferrocarril,,656
,830122907,830122907 - Entreparques Constructores Sas,I5511 - Alojamiento en hoteles,,848
,830123012,830123012 - 4620,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,,51890
,830123102,830123102 - Dikar Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,3255
,830123177,830123177 - Offiban Y Cia Sas,C3110 - Fabricación de muebles,,7409
,830123305,830123305 - Distribuidora De Productos Y Medicamentos Anestesicos Ltdadistribuidora De Productos Y Medicamentos Anestesicos Ltda,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,17819
,830123310,830123310 - Inversora Torreon Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,1356
,830123328,830123328 - Distribuidora De Quesos Del Campo Sas,"G4722 - Comercio al por menor de leche, productos lácteos y huevos, en establecimientos especializados",,14500
,830123372,830123372 - Inversiones Gonzalez C Y J S En Cs,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,387
,830123446,830123446 - Alsada Sas,G4690 - Comercio al por mayor no especializado,,13633
,830123449,830123449 - Lqf Sas,M7120 - Ensayos y análisis técnicos,,3602
,830123485,830123485 - Salon Xx Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,4310
,830123580,830123580 - Babidibu Sa,P8511 - Educación de la primera infancia,,3655
,830123701,830123701 - Editorial Cypres Compañia Ltda,J5811 - Edición de libros,,1722
,830123769,830123769 - Distribuidora Nissi Eu,G4631 - Comercio al por mayor de productos alimenticios,,1416
,830123805,830123805 - Ci Central Oil Sas,G4669 - Comercio al por mayor de otros productos n.c.p.,,16521
,830123806,830123806 - Ipint Pharma Colombia Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,142866
,830123857,830123857 - Armadura Sas,"C1392 - Confección de artículos con materiales textiles, excepto prendas de vestir",,9924
,830123868,830123868 - Romero Segura & Cia S C A,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,,984
,830123964,830123964 - Inversiones Riegner S En Ca,A0150 - Explotación mixta (agrícola y pecuaria),,86
,830123972,830123972 - High Class Corporation Sa,C3110 - Fabricación de muebles,,2117
,830124045,830124045 - Gm & Romero Abogados Consultores S.A.S.,M6910 - Actividades jurídicas,,92
,830124079,830124079 - Prodismar Sas,"G4723 - Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados",,4648
,830124158,830124158 - Inmobiliaria Everest Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,2362
,830124332,830124332 - Arquitectura Y Urbanismoconstrucciones Sas,F4111 - Construcción de edificios residenciales,,1171
,830124437,830124437 - Jardines Del Sol Sas,"A0130 - Propagación de plantas (actividades de los viveros, excepto viveros forestales)",,8768
,830124485,830124485 - Auto Celeste S.A.S.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,1379
,830124526,830124526 - Colty Sa,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,,68
,830124531,830124531 - Industrias Alimentos Y Catering Sas,C1089 - Elaboración de otros productos alimenticios n.c.p.,,8697
,830124633,830124633 - Road Track De Colombia Sas,J6209 - Otras actividades de tecnologías de información y actividades de servicios informáticos,,20925
,830124711,830124711 - Fraier Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,5380
,830124728,830124728 - C&M Urbanizadora Sas,F4111 - Construcción de edificios residenciales,,185
,830124781,830124781 - Restrepo Comercial Sas,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,,16092
,830124802,830124802 - Ci Emerald River Gem Sas,G4642 - Comercio al por mayor de prendas de vestir,,6679
,830124834,830124834 - Inversiones Denpo Sas,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,,5550
,830124841,830124841 - Segelec Sas,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",,408
,830124904,830124904 - Pardo Y  Asociados  Estrategias Tributarias Sa,M6910 - Actividades jurídicas,,18370
,830124952,830124952 - Aviainspecciones Ltda,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,,831
,830124966,830124966 - Nellyram Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,14983
,830124967,830124967 - Johnram Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,13850
,830125005,830125005 - Master Building Sas,F4111 - Construcción de edificios residenciales,,2299
,830125056,830125056 - Total De Datos Sas,N8291 - Actividades de agencias de cobranza y oficinas de calificación crediticia,,2063
,830125060,830125060 - Bastiveda Bastidas Poveda Y Cia  S En C,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,229
,830125075,830125075 - Blinsecurity De Colombia  Ltda,N8010 - Actividades de seguridad privada,,142880
,830125152,830125152 - Tecnoembalaje Sas,G4653 - Comercio al por mayor de maquinaria y equipo agropecuarios,,10687
,830125290,830125290 - Nomada C.I Ltda,G4690 - Comercio al por mayor no especializado,,2119
,830125329,830125329 - Industria Manufacturera Y Textilera De Colombia S. A. S.,"C1410 - Confección de prendas de vestir, excepto prendas de piel",,1336
,830125410,830125410 - Inversiones Agropecarias Catyk Sas,A0141 - Cría de ganado bovino y bufalino,,1394
,830125479,830125479 - Polimes Sas,C2229 - Fabricación de artículos de plástico n.c.p.,,11914
,830125529,830125529 - Ciprodyser S.A.,C1910 - Fabricación de productos de hornos de coque,,79086
,830125537,830125537 - Grupo Kala S.A.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,5305
,830125578,830125578 - Laboratorios Briller S.A.S.,C2029 - Fabricación de otros productos químicos n.c.p.,,4558
,830125721,830125721 - Gomega Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,70
,830125837,830125837 - Mass Digital S.A.S.,M7310 - Publicidad,,16464
,830125957,830125957 - Aruna Asesores Sas,M6910 - Actividades jurídicas,,3448
,830125982,830125982 - Inversiones Gobotex Sas,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,,14995
,830126002,830126002 - Inversiones Grupo Dar Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,433
,830126110,830126110 - Salsamentaria  Hamburguer  Ltda,C1011 - Procesamiento y conservación de carne y productos cárnicos,,8153
,830126129,830126129 - 830126129,H4923 - Transporte de carga por carretera,,356
,830126132,830126132 - Exiagro Limitada,C2012 - Fabricación de abonos y compuestos inorgánicos nitrogenados,,3075
,830126135,830126135 - Sis Soluciones Integrales Gnss S.A.S.,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,,34
,830126170,830126170 - Promotora Vivendum Sa,F4111 - Construcción de edificios residenciales,,25906
,830126310,830126310 - Quantum Colombia Sas,M7020 - Actividades de consultoría de gestión,,54375
,830126327,830126327 - Avanxo Colombia,M7020 - Actividades de consultaría de gestión,,38743
,830126356,830126356 - Training Int Sa,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,,38
,830126380,830126380 - Colmascotas Ltda,G4690 - Comercio al por mayor no especializado,,3584
,830126458,830126458 - Inmovalores Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,530
,830126545,830126545 - Signos Arquitectura Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,3859
,830126556,830126556 - Asesorias Ass Sas,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,,1916
,830126562,830126562 - Luvica Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,261
,830126626,830126626 - Rastrack Sas,J6190 - Otras actividades de telecomunicaciones,,5242
,830126628,830126628 - Deltagas Sas,C3319 - Mantenimiento y reparación de otros tipos de equipos y sus componentes n.c.p.,,10170
,830126635,830126635 - Scada  Tecnologia Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,1273
