fuente,nit,nit-razon social,Sector,ut,ventas
prospectos,900060476,900060476 - Encajes Sa Colombia,C1312 - Tejeduría de productos textiles,200.0,45167
prospectos,900061224,900061224 - Mercamio Sa,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",200.0,448446
prospectos,900080654,900080654 - Productos Alimenticios Las Caseritas Sa,C1081 - Elaboración de productos de panadería,200.0,44824
prospectos,900084859,900084859 - Nutriser Colombia Sas,C1089 - Elaboración de otros productos alimenticios n.c.p.,200.0,139319
prospectos,900106364,900106364 - Telecenter Panamericana Ltda,N8220 - Actividades de centros de llamadas (call center),200.0,152818
prospectos,900129872,900129872 - Zemoga S.A.S,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",200.0,104573
prospectos,900146118,900146118 - 900146118,F4111 - Construcción de edificios residenciales,200.0,46180
prospectos,900203441,900203441 - Oleoducto De Los Llanos S.A,H4930 - Transporte por tuberías,200.0,1160712
prospectos,900219353,900219353 - Seaboard Overseas Colombia Sas,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,200.0,740714
prospectos,900236830,900236830 - First Data Colombia Ltda,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,200.0,116823
prospectos,900265799,900265799 - Amagran Sas,G4690 - Comercio al por mayor no especializado,200.0,3532
prospectos,900275441,900275441 - Manuelita Corporativa Sas,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",200.0,18125
prospectos,900277743,900277743 - Servi Oil Dtc Sas,H4923 - Transporte de carga por carretera,200.0,55668
prospectos,900303919,900303919 - Pharmetique Sa,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",200.0,109982
prospectos,900309576,900309576 - Petroseismic Services Sa,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,200.0,125287
prospectos,900326523,900326523 - Precisagro S.A.S.,C2012 - Fabricación de abonos y compuestos inorgánicos nitrogenados,200.0,807511
prospectos,900352547,900352547 - Grupalco S.A.S.,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",200.0,30078
Clientes,900379268,900379268 - Ticline Sas,J6190 - Otras actividades de telecomunicaciones,200.0,23424
prospectos,900389156,900389156 - Noventiq International Colombia Sas,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,200.0,157295
prospectos,900407580,900407580 - Multicerdos S.A.S,"G4723 - Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados",200.0,51435
prospectos,900449935,900449935 - Chef Burger Company S.A.S.,I5611 - Expendio a la mesa de comidas preparadas,200.0,54623
prospectos,900499068,900499068 - Wompi S.A.S.,"J6311 - Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",200.0,29052
prospectos,900514930,900514930 - Supermercados Dinastia La Abundancia Sas,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",200.0,91426
prospectos,900559088,900559088 - Soluciones Alegra S.A.S.,"J6311 - Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",200.0,39312
Clientes,900570383,900570383 - Aceros Turia De Colombia Sas,C2410 - Industrias básicas de hierro y de acero,200.0,116795
Clientes,900633240,900633240 - Werfen Colombia Sas,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",200.0,44441
prospectos,900635119,900635119 - Aos S A S,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,200.0,21716
prospectos,900643143,900643143 - Food And Drinks Incorporated Sas,G4632 - Comercio al por mayor de bebidas y tabaco,200.0,248047
prospectos,900776621,900776621 - Templados Y Laminados De Colombia S.A.S.,C2310 - Fabricación de vidrio y productos de vidrio,200.0,21035
prospectos,900871444,900871444 - Merqueo Sas,G4631 - Comercio al por mayor de productos alimenticios,200.0,189668
prospectos,900927454,900927454 - Epik Asociados S.A.S.,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,200.0,23118
prospectos,900934851,900934851 - Gastronomía Italiana En Colombia Sas,I5619 - Otros tipos de expendio de comidas preparadas n.c.p.,200.0,329581
prospectos,900982062,900982062 - Ticsa Colombia,F4220 - Construcción de proyectos de servicio público,200.0,75237
prospectos,900987866,900987866 - Enterprise Services Colombia Sas,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,200.0,65076
prospectos,901014939,901014939 - Lingerie Le Sensuel S. A. S,"C1410 - Confección de prendas de vestir, excepto prendas de piel",200.0,41232
prospectos,901038167,901038167 - Grupo Supermotos S.A.S.,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",200.0,346798
prospectos,901086046,901086046 - Amore Group Sas,I5611 - Expendio a la mesa de comidas preparadas,200.0,90763
prospectos,901090585,901090585 - Contact Point 360 Sas,N8220 - Actividades de centros de llamadas (call center),200.0,57053
prospectos,901110407,901110407 - Proyecto E Sas,G4791 - Comercio al por menor realizado a través de internet,200.0,139258
prospectos,901123428,901123428 - Igt Colombia Solutions Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,200.0,28118
prospectos,901131317,901131317 - Robinfood Colombia S.A.S,I5612 - Expendio por autoservicio de comidas preparadas,200.0,35554
prospectos,901177702,901177702 - Proveedora San Fernando Orozco Sas,G4631 - Comercio al por mayor de productos alimenticios,200.0,127442
prospectos,901215353,901215353 - Massy Motors Premium Sas,G4511 - Comercio de vehículos automotores nuevos,200.0,66601
prospectos,901244210,901244210 - Nutrialimentos Carnicos Sas,C1011 - Procesamiento y conservación de carne y productos cárnicos,200.0,237378
prospectos,901361643,901361643 - Cedillanos Zomac S.A.S,G4631 - Comercio al por mayor de productos alimenticios,200.0,76449
prospectos,901390015,901390015 - Fast Moda Sas,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",200.0,457914
Clientes,901196927,901196927 - Lifefactors Zona Franca S.A.S,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",195.0,59
prospectos,890106278,890106278 - Casa De La Valvula Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",190.0,139528
Clientes,890930614,890930614 - Comercial Y Servicios Larco Sas,"F4322 - Instalaciones de fontanería, calefacción y aire acondicionado",190.0,72138
prospectos,900013663,900013663 - Trs Partes Sa,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,190.0,72924
prospectos,900082107,900082107 - Constructora Contex S.A.S. Bic,F4111 - Construcción de edificios residenciales,190.0,206944
Clientes,890926628,890926628 - Senco Colombiana Sas,C2392 - Fabricación de materiales de arcilla para la construcción,186.0,43699
Clientes,811002867,811002867 - Sopórtica S.A.S. Bic,M7111 - Actividades de arquitectura,185.0,14584
Clientes,800088155,800088155 - Domina Etrega Total S.A.S,H5320 - Actividades de mensajería,180.0,76462
prospectos,802014278,802014278 - Redes Y Sistemas Integrados Sas,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",180.0,77875
Clientes,805003626,805003626 - Stf Group Sa,"C1410 - Confección de prendas de vestir, excepto prendas de piel",180.0,754938
prospectos,811028538,811028538 - Grupo Surtitex Sa,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",180.0,119898
prospectos,830081422,830081422 - Liceo De Colombia Correa & Cia Sas,P8530 - Establecimientos que combinan diferentes niveles de educación,180.0,29948
Clientes,830121597,830121597 - Ipm Sas,M7020 - Actividades de consultoría de gestión,180.0,14283
prospectos,830126204,830126204 - Gate Gourmet Colombia Sas,C1089 - Elaboración de otros productos alimenticios n.c.p.,180.0,89942
prospectos,830137660,830137660 - Cosmetika Sas,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",180.0,39336
prospectos,860000228,860000228 - Colegio Bilingue Hispanoamericano Conde Ansurez Sasprestacion De Servicio Educativo Formal E Informal,P8530 - Establecimientos que combinan diferentes niveles de educación,180.0,12417
prospectos,860002554,860002554 - Primax Colombia S.A.,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",180.0,7598872
prospectos,860030811,860030811 - Temporal Sas,N7820 - Actividades de empresas de servicios temporales,180.0,200239
prospectos,860041265,860041265 - Colchones Eldorado S.A,C3120 - Fabricación de colchones y somieres,180.0,74619
prospectos,860501437,860501437 - Quimica Patric Ltda,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",180.0,5267
Clientes,890916269,890916269 - Espumas Plasticas Sas,C3120 - Fabricación de colchones y somieres,180.0,151634
prospectos,890940621,890940621 - Industrias Del Hierro S.A.S,F4290 - Construcción de otras obras de ingeniería civil,180.0,46360
prospectos,900108902,900108902 - Prestadora De Servicios Gmf Colombia S.A.S.,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,180.0,19142
prospectos,900441048,900441048 - Eurofarma Colombia Sas,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",180.0,159141
Clientes,900468587,900468587 - Visdecol S.A.S,C1089 - Elaboración de otros productos alimenticios n.c.p.,180.0,166154
prospectos,900642557,900642557 - Inversiones Vaquita Express Sas,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",180.0,219433
Clientes,900866992,900866992 - Pactia Sas,K6630 - Actividades de administración de fondos,180.0,59737
prospectos,900993624,900993624 - Concesionaria De Vias Y Peajes 2016 Sas,"H5221 - Actividades de estaciones, vías y servicios complementarios para el transporte terrestre",180.0,36678
prospectos,901383488,901383488 - Decowraps Colombia Sas,C2229 - Fabricación de artículos de plástico n.c.p.,180.0,118369
prospectos,901464013,901464013 - Somos Networks Colombia Sas,J6120 - Actividades de telecomunicaciones inalámbricas,180.0,6328
Clientes,800026696,800026696 - Fonbienes Colombia Sa Sociedad Administradora De Planes De Autofinanciamiento Comercial,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,179.0,6834
Clientes,800210556,800210556 - Pasar Express Sas,H5320 - Actividades de mensajería,179.0,63230
Clientes,901390136,901390136 - Compañia De Aspersiones Aereas Control B S.A.S  Zomac,A0161 - Actividades de apoyo a la agricultura,179.0,40765
prospectos,830118372,830118372 - Lopez & Asociados Sas,M6910 - Actividades jurídicas,176.0,29588
prospectos,900281394,900281394 - Unidossis Sas,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",176.0,36258
Clientes,830137461,830137461 - Bella Piel Sas,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",175.0,184008
Clientes,900650395,900650395 - Entre Arroyos S.A.S,A0121 - Cultivo de frutas tropicales y subtropicales,175.0,1209
prospectos,901259856,901259856 - Grupo Empresarial Pemc Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",175.0,57134
prospectos,830513238,830513238 - Conexred Sas,J6190 - Otras actividades de telecomunicaciones,173.0,858875
Clientes,860030412,860030412 - Autofinanciera Colombia S A Sociedad Administradora De Planes De Autofinanciamiento Comercial,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,173.0,21119
prospectos,811008012,811008012 - Tiendacol Sas,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,170.0,43234
prospectos,900128900,900128900 - Arquint Colombia Sas,M7111 - Actividades de arquitectura,170.0,61182
Clientes,900708883,900708883 - Vivel S.A.S,C1399 - Fabricación de otros artículos textiles n.c.p.,170.0,79181
prospectos,800216499,800216499 - Agofer Sas,"G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",167.0,548810
Clientes,901307208,901307208 - Virtualsoft Servicios & Software Sas,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",166.0,69804
Clientes,811041214,811041214 - Medipiel Sas,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",165.0,145117
Clientes,811037405,811037405 - Centro Sur S.A.,F4111 - Construcción de edificios residenciales,164.0,95488
Clientes,890906119,890906119 - Plastiquimica S.A.S.,C2221 - Fabricación de formas básicas de plástico,163.0,120293
Clientes,900181969,900181969 - Hybrytec Sas,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,163.0,30979
Clientes,830006716,830006716 - Silveragro Sas,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,162.0,74716
Clientes,800144934,800144934 - Vision Y Marketing Sas,M7310 - Publicidad,161.0,170862
Clientes,800051319,800051319 - Energia Y Potencia S.A.S,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,160.0,66214
Clientes,800090890,800090890 - Nutrimenti De Colombia Sas,"C1020 - Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",160.0,253072
Clientes,811015511,811015511 - Pisende Sas,"G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",160.0,82446
Clientes,811038881,811038881 - Humax Pharmaceutical S.A.,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",160.0,189805
prospectos,830054524,830054524 - Colegio Bilingue Richmond Ltda,P8521 - Educación básica secundaria,160.0,15233
prospectos,830075451,830075451 - Pinturas Tito Pabon Sas,"C2022 - Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",160.0,55226
Clientes,890900533,890900533 - Induboton Sas,C3290 - Otras industrias manufactureras n.c.p.,160.0,17295
prospectos,900320011,900320011 - Periferia It Corp Sas,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,160.0,38011
Clientes,901386122,901386122 - Proships Sas,H5320 - Actividades de mensajería,158.0,26797
prospectos,900630616,900630616 - Elite Ingenieros Sas,F4321 - Instalaciones eléctricas,157.0,23816
prospectos,900720758,900720758 - Cheil Colombia Cheil Colombia,M7310 - Publicidad,157.0,30197
Clientes,900338016,900338016 - Colsaisa Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",155.0,50480
Clientes,900433078,900433078 - Angels Group Sas,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",154.0,75281
Clientes,900675169,900675169 - Combured Sas,G4731 - Comercio al por menor de combustible para automotores,154.0,338634
Clientes,900434057,900434057 - Promotora Bellatrix Sas,I5612 - Expendio por autoservicio de comidas preparadas,153.0,21054
Clientes,800059030,800059030 - Agricola El Retiro Sas En Reorganizacion,A0122 - Cultivo de plátano y banano,151.0,284928
prospectos,800010319,800010319 - De Todo Para El Hogar Sa,"G4754 - Comercio al por menor de electrodomésticos y gasodomésticos, muebles y equipos de iluminación en establecimientos especializados",150.0,13691
prospectos,800011161,800011161 - Alciautos S.A.S.,G4511 - Comercio de vehículos automotores nuevos,150.0,134405
prospectos,800020220,800020220 - Agroindustrial Molino Sonora Ap Sas,C1051 - Elaboración de productos de molinería,150.0,670677
prospectos,800026404,800026404 - Salia Sas En Liquidacion,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,150.0,63977
prospectos,800030412,800030412 - Akita Motos S.A.,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",150.0,51297
prospectos,800043769,800043769 - Servicios De Dragados Y Construcciones Sas,F4290 - Construcción de otras obras de ingeniería civil,150.0,15962
prospectos,800061585,800061585 - Festo Sas,"G4799 - Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados",150.0,76619
prospectos,800065567,800065567 - Fabrica De Alimentos Procesados Ventolini S.A,C1040 - Elaboración de productos lácteos,150.0,112090
prospectos,800069933,800069933 - Comodin Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",150.0,672172
prospectos,800077828,800077828 - Factores Y Mercadeo Sa,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",150.0,136029
prospectos,800087795,800087795 - Corteva Agriscience De Colombia S.A.S.,C2021 - Fabricación de plaguicidas y otros productos químicos de uso agropecuario,150.0,785543
prospectos,800096040,800096040 - Comestibles Aldor S.A.S.,"C1082 - Elaboración de cacao, chocolate y productos de confitería",150.0,301386
prospectos,800116299,800116299 - Limpieza Y Mantenimiento De Antioquia S.A.S,N8129 - Otras actividades de limpieza de edificios e instalaciones industriales,150.0,45049
prospectos,800119086,800119086 - Proyectos Y Vias Sas,F4290 - Construcción de otras obras de ingeniería civil,150.0,41124
prospectos,800119297,800119297 - Gestiones Y Representaciones Chia Sas,A0161 - Actividades de apoyo a la agricultura,150.0,94284
prospectos,800134939,800134939 - Servicredito Sa,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",150.0,16997
prospectos,800143407,800143407 - A Toda Hora Sa,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",150.0,15048
prospectos,800151175,800151175 - Gi Group Servicios S.A.S.,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,150.0,46333
prospectos,800152575,800152575 - Agropecuaria La Hacienda Y Cia Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",150.0,116378
prospectos,800164351,800164351 - Pulpafruit Sas,"C1020 - Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",150.0,112694
prospectos,800166833,800166833 - Merquellantas Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",150.0,83783
prospectos,800170865,800170865 - Elis Colombia Sas,"S9601 - Lavado y limpieza, incluso la limpieza en seco, de productos textiles y de piel",150.0,45330
prospectos,800174039,800174039 - Plastimundo Sas,C2221 - Fabricación de formas básicas de plástico,150.0,59437
prospectos,800175937,800175937 - Productos Alimenticios Santillana Sas,C1040 - Elaboración de productos lácteos,150.0,58868
prospectos,800176618,800176618 - Xpress Estudio Grafico Y Digital S.A.S.,C1811 - Actividades de impresión,150.0,13126
Clientes,800186656,800186656 - C.I. Distrihogar S.A.S.,"C1392 - Confección de artículos con materiales textiles, excepto prendas de vestir",150.0,90359
prospectos,800192969,800192969 - Promotora Piccolo Sas,C1084 - Elaboración de comidas y platos preparados,150.0,27495
prospectos,800203984,800203984 - Simoniz Sa,C2029 - Fabricación de otros productos químicos n.c.p.,150.0,133276
prospectos,800214589,800214589 - Agroindustriales Cañaveralejo Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",150.0,69981
prospectos,800223739,800223739 - Atunes Y Enlatados Del Caribe S.A. - Atunec,"C1012 - Procesamiento y conservación de pescados, crustáceos y moluscos",150.0,511
prospectos,800228026,800228026 - Mckinsey & Company Colombia Inc,M7020 - Actividades de consultoría de gestión,150.0,440575
prospectos,800228108,800228108 - Fsq Group Sas,I5612 - Expendio por autoservicio de comidas preparadas,150.0,29596
prospectos,800232359,800232359 - Faes Farma Colombia Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",150.0,103298
prospectos,800241577,800241577 - Consucol Sas,M7020 - Actividades de consultoría de gestión,150.0,9854
prospectos,800250382,800250382 - Amarey Nova Medical S A,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",150.0,221639
prospectos,802001223,802001223 - Equipos Del Norte S.A.,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",150.0,58207
prospectos,802005820,802005820 - Ditar Sa,C1811 - Actividades de impresión,150.0,137577
prospectos,802009120,802009120 - C.I Procaps S.A,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",150.0,187555
prospectos,805002803,805002803 - Tecam Sa Tecnologia Ambiental,C2829 - Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,150.0,31929
prospectos,809000555,809000555 - Diana Agricola Sas,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,150.0,438350
prospectos,811000967,811000967 - Laboratorios Licol Sas,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",150.0,13714
prospectos,811009244,811009244 - Ci Colombian Mint Sas,C2421 - Industrias básicas de metales preciosos,150.0,907322
Clientes,811020038,811020038 - Estibas Retornables De Colombia Ltda,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",150.0,40827
prospectos,811031401,811031401 - Henfa Sas,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,150.0,10692
prospectos,811038832,811038832 - Ingema Sa,F4321 - Instalaciones eléctricas,150.0,79113
prospectos,811041369,811041369 - Redllantas Sa,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",150.0,233740
prospectos,811042792,811042792 - Productos Rikatas Sas,C1011 - Procesamiento y conservación de carne y productos cárnicos,150.0,117799
prospectos,817001644,817001644 - Genfar Sa,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",150.0,512295
prospectos,830003733,830003733 - Redes Y Edificaciones Sa,F4290 - Construcción de otras obras de ingeniería civil,150.0,76518
prospectos,830009600,830009600 - Nases Est Empresa De Servicios Temporales Sas,N7820 - Actividades de empresas de servicios temporales,150.0,120404
prospectos,830011616,830011616 - Autogalias Sas,G4511 - Comercio de vehículos automotores nuevos,150.0,126980
prospectos,830013819,830013819 - Cas Colombo American School Sas,P8521 - Educación básica secundaria,150.0,31427
prospectos,830015914,830015914 - Polyuprotec Sociedad Anonima,C2511 - Fabricación de productos metálicos para uso estructural,150.0,72465
prospectos,830018146,830018146 - Rockwell Automation Colombia S.A,G4669 - Comercio al por mayor de otros productos n.c.p.,150.0,150621
prospectos,830023671,830023671 - Oriflame De Colombia S.A,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",150.0,67214
prospectos,830025149,830025149 - Medtronic Colombia S.A,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,150.0,541306
prospectos,830037495,830037495 - Obiprosa Colombia Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",150.0,55019
prospectos,830037955,830037955 - Masterfoods Colombia Ltda - Effem Colombia Ltda,G4631 - Comercio al por mayor de productos alimenticios,150.0,167123
prospectos,830039854,830039854 - Ecolab Colombia S.A.,C2029 - Fabricación de otros productos químicos n.c.p.,150.0,246455
prospectos,830040343,830040343 - Autovardi Sas,G4511 - Comercio de vehículos automotores nuevos,150.0,158083
prospectos,830041784,830041784 - Interpublic Colombia S.A.S,M7310 - Publicidad,150.0,52671
prospectos,830046757,830046757 - Compañia Internacional De Alimentos Agropecuarios Cialta S.A.S.,C1011 - Procesamiento y conservación de carne y productos cárnicos,150.0,134655
Clientes,830057903,830057903 - Red Assist Sas - En Reorganizacion,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",150.0,26962
prospectos,830061576,830061576 - Etek International Corporation Sucursal Colombia,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,150.0,47099
prospectos,830069311,830069311 - Nabors Drilling International Ltd. Bermuda,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,150.0,467358
Clientes,830072857,830072857 - Mgm Ingenieria Y Proyectos Sas,F4321 - Instalaciones eléctricas,150.0,49591
prospectos,830078038,830078038 - Cerrejon Zona Norte S.A.,B0510 - Extracción de hulla (carbón de piedra),150.0,2029349
prospectos,830080672,830080672 - Cepsa Colombia Sa,B0610 - Extracción de petróleo crudo,150.0,495542
prospectos,830085444,830085444 - Finmark Laboratories S.A.,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",150.0,6800
prospectos,830087848,830087848 - Tugo Sas,"G4754 - Comercio al por menor de electrodomésticos y gasodomésticos, muebles y equipos de iluminación en establecimientos especializados",150.0,157591
prospectos,830098132,830098132 - Agencia De Aduanas Interlogistica Sa Nivel 1Agencia De Aduanas Interlogistica Sa Nivel 1,H5229 - Otras actividades complementarias al transporte,150.0,10983
prospectos,830102216,830102216 - Procesos Y Servicios Sas,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",150.0,63094
prospectos,830109723,830109723 - Payu Colombia Sas,"J6311 - Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",150.0,233558
prospectos,830110347,830110347 - C.I. Chevron Export S.A.S,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,150.0,360487
Clientes,830110433,830110433 - Mqa Business Consultants S.A.,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,150.0,74324
prospectos,830122870,830122870 - Olarte Moure & Asociados Sas.,M6910 - Actividades jurídicas,150.0,42252
prospectos,830511110,830511110 - Skf Latin Trade Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,150.0,286716
prospectos,860000753,860000753 - Boehringer Ingelheim Sa,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",150.0,787961
prospectos,860001300,860001300 - Ignacio Gomez Ihm Sas,"C2813 - Fabricación de otras bombas, compresores, grifos y válvulas",150.0,60695
prospectos,860001576,860001576 - Marcali S.A.,G4511 - Comercio de vehículos automotores nuevos,150.0,77146
prospectos,860001584,860001584 - Mecanelectro Sas,"G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",150.0,175178
prospectos,860001767,860001767 - Industrias Colombia Inducol Sas,C2819 - Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,150.0,93449
prospectos,860001899,860001899 - Corpacero Sas,C2410 - Industrias básicas de hierro y de acero,150.0,379185
prospectos,860002127,860002127 - Industria Colombiana De Llantas Sa,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",150.0,210578
prospectos,860002134,860002134 - Abbott Laboratories De Colombia S.A.S.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",150.0,721417
prospectos,860002175,860002175 - Schlumberger Surenco S.A.,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,150.0,985010
prospectos,860002392,860002392 - Merck Sharp & Dohme Colombia S.A.S.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",150.0,876019
prospectos,860003216,860003216 - Productos Roche S.A.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",150.0,1092196
prospectos,860006127,860006127 - Ci Sociedad Industrial De Grasas Vegetales Sigra Sas,C1032 - Elaboración de aceites y grasas de origen vegetal refinados,150.0,268012
prospectos,860009397,860009397 - Farma De Colombia Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",150.0,171291
prospectos,860020309,860020309 - Becton Dickinson De Colombia Ltda,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",150.0,225190
prospectos,860026442,860026442 - B Braun Medical S.A.,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,150.0,174757
prospectos,860029445,860029445 - Santa Reyes S.A.S.,A0145 - Cría de aves de corral,150.0,162055
prospectos,860030808,860030808 - Championx De Colombia Ltda,C2029 - Fabricación de otros productos químicos n.c.p.,150.0,287285
