PROSPECTOS.Fuente,NIT,Nit-Razon Social,Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU),UT,02.Ingreso Actividades Ordinarias,02.Promedio de Ingreso Actividades Ordinarias,05. Utilidad Bruta,01. Deuda,01.Patrimonio
prospectos,800057965,800057965 - Vision Software Sas,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,101,$778890,$129815,$80111,$37330,$71241
Clientes,800227956,800227956 - Comercializadora Internacional El Globo S.A.S. En Reorganizacion,"C1410 - Confección de prendas de vestir, excepto prendas de piel",101,$198460,$39692,$32222,$56753,$22822
prospectos,800251163,800251163 - Oleoducto Central S.A.,H4930 - Transporte por tuberías,101,$23965960,$1331442,$19575639,$33336373,$74692124
prospectos,805016128,805016128 - Constructora Solanillas Sas,F4111 - Construcción de edificios residenciales,101,$709829,$177457,$134243,$606890,$121330
prospectos,830047891,830047891 - Sistran Colombia S.A.,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,101,$99480,$24870,$31165,$3176,$65272
prospectos,890920782,890920782 - Almacenes Y Talleres Moto Precision S.A.,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",101,$212124,$53031,$73085,$345,$129884
prospectos,900873258,900873258 - Aa Metals Sas,C2410 - Industrias básicas de hierro y de acero,101,$305179,$61036,$46817,$127067,$187600
prospectos,800002784,800002784 - Laboratorios Veterland Ltda,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",100,$107879,$26970,$50201,$0,$67172
prospectos,800003776,800003776 - Diconsultoria Sa,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,100,$8351,$2088,$2648,$1341,$8114
prospectos,800005736,800005736 - Quinberlab Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",100,$215276,$71759,$67525,$29686,$50653
prospectos,800007122,800007122 - Colegas Sas,G4511 - Comercio de vehículos automotores nuevos,100,$445502,$111376,$66632,$29909,$30485
prospectos,800015615,800015615 - Marpico S.A.S.,G4632 - Comercio al por mayor de bebidas y tabaco,100,$580398,$116080,$267677,$83159,$518571
prospectos,800015821,800015821 - Contabler S.A.,"M6920 - Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",100,$50191,$12548,$9980,$2113,$4483
prospectos,800016281,800016281 - Construcciones Civiles Y Pavimentos S.A.S,F4290 - Construcción de otras obras de ingeniería civil,100,$72480,$18120,$8938,$1766,$100421
prospectos,800020772,800020772 - Empaquetaduras Darrow Sas,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",100,$119257,$29814,$58335,$54080,$58167
prospectos,800022051,800022051 - Agropecuaria Los Cunas S.A.S.,A0122 - Cultivo de plátano y banano,100,$97938,$19588,$22917,$10726,$191077
prospectos,800024711,800024711 - Comercializadora Quantto Sa,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",100,$352802,$88200,$94821,$110904,$142568
prospectos,800029569,800029569 - Autosuperior S.A.S,G4511 - Comercio de vehículos automotores nuevos,100,$433979,$86796,$65949,$71219,$74676
prospectos,800032281,800032281 - Zapata Posada Villegas Y Cia S.A.S. En Liquidacion,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,100,$4,$4,$0,,$26413
prospectos,800035851,800035851 - Apoyos Industriales Sa,N7830 - Otras actividades de suministro de recurso humano,100,,,$0,$1465,($2270)
prospectos,800039849,800039849 - Ci Flores Carmelsas,A0125 - Cultivo de flor de corte,100,$84980,$16996,$23352,$28661,$155446
prospectos,800049438,800049438 - Papeleria El Cid  S.A.S.,"G4761 - Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados",100,,,$0,$69,($1665)
prospectos,800049458,800049458 - Florval S.A.S,A0125 - Cultivo de flor de corte,100,$442091,$88418,$77280,$27601,$85723
prospectos,800056821,800056821 - Cosmeticos Lehit Ltda,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",100,$151515,$37879,$96229,$166,$107305
prospectos,800057310,800057310 - Nec De Colombia Sa  Nec De Colombia Sa,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",100,$936600,$187320,$247150,$141427,$133614
prospectos,800062591,800062591 - Neumatica Del Caribe Sa,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,100,$292298,$73074,$91964,$53723,$127945
prospectos,800081030,800081030 - Mayun Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",100,$303768,$60754,$66197,$80342,$94017
prospectos,800082889,800082889 - Datalog Colombia Sas,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,100,$75529,$25176,$25699,$8797,$25610
prospectos,800089188,800089188 - Ediva Sa,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,100,$52118,$13030,$14584,$703,$17126
prospectos,800091085,800091085 - Reconstructora De Canecas Y Tambores S.A.S.,C2592 - Tratamiento y revestimiento de metales; mecanizado,100,$113318,$28330,$37247,$7053,$33451
prospectos,800095750,800095750 - Proyectos Montajes Y Construcciones Sa,F4290 - Construcción de otras obras de ingeniería civil,100,$55007,$11001,$15907,,$24022
prospectos,800096890,800096890 - Muros Y Techos S.A.S. Ingenieros Arquitectos **Muros Y Techos S.A.S.**,F4111 - Construcción de edificios residenciales,100,$30772,$30772,$21398,$4289,$28744
prospectos,800099480,800099480 - Ci Cultivos Sayonara Sas,A0125 - Cultivo de flor de corte,100,$141223,$28245,$35809,$5963,$53086
Clientes,800099568,800099568 - Suministros Radiograficos Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",100,$162495,$40624,$39540,$19845,$29977
prospectos,800101493,800101493 - Santa Juana Inmobiliaria S.A.S,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,100,$102914,$25729,$0,$239346,$171693
prospectos,800102638,800102638 - Administración De Recursos Y Oportunidades Sas,G4631 - Comercio al por mayor de productos alimenticios,100,$131324,$32831,$45105,$35561,$41808
prospectos,800108054,800108054 - Inversiones Casagrande Sas,A0122 - Cultivo de plátano y banano,100,$166114,$33223,$40566,$31412,$440367
prospectos,800109274,800109274 - Distribuidora Servivalle Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,100,,,$0,$29483,$28652
prospectos,800110385,800110385 - Euroetika Sas,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",100,$225021,$56255,$155785,$86698,$59111
prospectos,800111431,800111431 - Solfivalores Sa,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",100,$17210,$4303,$10793,$58460,$43276
prospectos,800124979,800124979 - Administradora Monserrate Sas,I5611 - Expendio a la mesa de comidas preparadas,100,$53926,$13482,$37022,$1358,$6518
prospectos,800128989,800128989 - Guimar Seguridad Industrial S.A.S.,G4669 - Comercio al por mayor de otros productos n.c.p.,100,$61382,$15346,$19419,$2222,$48515
Clientes,800130985,800130985 - Creaciones Nadar S.A.,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,100,$188036,$37607,$122695,$55666,$107287
Clientes,800135729,800135729 - Empresa De Recursos Tecnologicos S.A. E.S.P. Acuerdo De  Reestructuracion,J6110 - Actividades de telecomunicaciones alámbricas,100,$64021,$21340,$14601,$14693,$64436
prospectos,800136038,800136038 - Grafitintas S.A.,G4690 - Comercio al por mayor no especializado,100,$68257,$17064,$31573,$6373,$29798
prospectos,800150223,800150223 - Primatela Sas,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",100,$809983,$161997,$175690,$254327,$226323
prospectos,800152266,800152266 - Distribuidora Agricola De Uraba S.A.S.,A0122 - Cultivo de plátano y banano,100,$53294,$10659,$12775,$5321,$107807
prospectos,800157469,800157469 - Euromarmol S.A.S. En Liquidación,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",100,$15779,$7889,$2244,$5064,$4105
prospectos,800165720,800165720 - Alcantara Asociados S A S,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,100,$397284,$99321,$220003,$12307,$835941
Clientes,800167494,800167494 - Ada S.A.S,J6209 - Otras actividades de tecnologías de información y actividades de servicios informáticos,100,$18097,$9048,$6743,$252,$17491
Clientes,800167919,800167919 - Stilotex S.A.S.,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",100,$639721,$127944,$199688,$281689,$226412
prospectos,800169794,"800169794 - Ingenieria, Suministros, Montajes Y Construcciones S.A.S I.S.M.S.A.S.",M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,100,$86662,$17332,$35368,$1561,$90153
prospectos,800171809,800171809 - Prodia S.A.S.,C1089 - Elaboración de otros productos alimenticios n.c.p.,100,$45822,$45822,$18792,$249,$31550
prospectos,800171929,800171929 - Tubulares Y Bolsas Plasticas Sas,C2221 - Fabricación de formas básicas de plástico,100,$358896,$71779,$64855,$35566,$164089
prospectos,800172301,800172301 - Trasegar Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,100,$94580,$23645,$42798,$9976,$55742
prospectos,800181845,800181845 - El Forraje Sas,C1090 - Elaboración de alimentos preparados para animales,100,$134586,$33646,$19889,$48003,$53864
prospectos,800189839,800189839 - Mes De Occidente Sas,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",100,$135333,$33833,$20181,$9763,$6322
prospectos,800192105,800192105 - Recordar Prevision Exequial Total Sas,S9603 - Pompas fúnebres y actividades relacionadas,100,$503721,$125930,$260054,$28336,$85858
prospectos,800198348,800198348 - Ventas Institucionales Sas,G4631 - Comercio al por mayor de productos alimenticios,100,$132278,$33069,$39919,$46994,$95092
prospectos,800208449,800208449 - Galco Sas,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,100,$90770,$22693,$21785,$11168,$23645
prospectos,800209530,800209530 - Constructora Fg Sas,F4290 - Construcción de otras obras de ingeniería civil,100,$191578,$47894,$30795,$15386,$179606
prospectos,800216624,800216624 - Mym Manejo De Materiales Sas,C3312 - Mantenimiento y reparación especializado de maquinaria y equipo,100,$25680,$6420,$7186,,$9437
prospectos,800237463,800237463 - Inmocente Sas,"C1610 - Aserrado, acepillado e impregnación de la madera",100,$38896,$9724,$10927,$13677,$33974
prospectos,800240718,800240718 - Su Temporal Sas,N7820 - Actividades de empresas de servicios temporales,100,$361299,$90325,$16950,$24821,$68
prospectos,800247085,800247085 - Direccion Integral De Proyectos Sas,M7111 - Actividades de arquitectura,100,$44078,$8816,$13551,$5867,$25048
prospectos,800248617,800248617 - Ruquim S.A.S.,G4631 - Comercio al por mayor de productos alimenticios,100,$1077044,$269261,$160639,$1884,$166393
prospectos,800253467,800253467 - Duas Rodas Colombia Sas,C1089 - Elaboración de otros productos alimenticios n.c.p.,100,$86661,$21665,$33940,$77,$81658
prospectos,800255754,800255754 - Sencinet Latam Colombia Sa,J6110 - Actividades de telecomunicaciones alámbricas,100,$265889,$88630,$67784,$49222,$156024
prospectos,800256059,800256059 - Construimos Y Señalizamos S.A.,F4290 - Construcción de otras obras de ingeniería civil,100,$242125,$60531,$178526,,$138205
prospectos,802000849,802000849 - Janna Motors Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,100,$360767,$90192,$49460,$159382,$292638
prospectos,802006730,802006730 - Interglobal Seguridad Y Vigilancia Ltda,N8010 - Actividades de seguridad privada,100,$418005,$104501,$50375,$71777,$147729
prospectos,802007207,802007207 - Autotropical Sas,G4511 - Comercio de vehículos automotores nuevos,100,$941903,$235476,$148948,$124526,$194505
prospectos,802014606,802014606 - Pet Del Caribe Sa,C2229 - Fabricación de artículos de plástico n.c.p.,100,$208235,$52059,$36106,$90547,$86208
prospectos,802022539,802022539 - Chapman Wilches Sas,M6910 - Actividades jurídicas,100,$65000,$16250,$39187,$8783,$64833
prospectos,805001030,805001030 - Credirebaja Sa,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",100,$11020,$2755,$0,,$15577
prospectos,805014656,805014656 - Constructora El Castillo Sas,F4111 - Construcción de edificios residenciales,100,$244782,$61196,$40368,$76272,$68997
prospectos,805023132,805023132 - Iteria S.A.S.,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",100,,,$0,$232,$7372
prospectos,811000761,811000761 - Minera El Roble Sa,B0729 - Extracción de otros minerales metalíferos no ferrosos n.c.p.,100,$1293310,$258662,$546698,$143027,$438679
Clientes,811000810,811000810 - Masterdent Sas,"C3250 - Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",100,$40354,$10089,$18835,$9909,$11781
prospectos,811005628,811005628 - Ensenada Sas,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,100,$163206,$32641,$91717,$29891,$60367
prospectos,811006439,811006439 - Comercial Leonidas Sas,G4751 - Comercio al por menor de productos textiles en establecimientos especializados,100,$44271,$11068,$14642,$765,$8456
Clientes,811006928,811006928 - Interventoria Diseños Y Contratos Sas,F4210 - Construcción de carreteras y vías de ferrocarril,100,$138886,$34722,$39565,$119356,$138197
Clientes,811010485,811010485 - Fga Fondo De Garantias S.A.,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,100,$1650118,$550039,$362235,$1465,$744169
Clientes,811010679,811010679 - Plasticos Correa S.A.S,C2229 - Fabricación de artículos de plástico n.c.p.,100,$205437,$51359,$33831,,$96863
prospectos,811011426,811011426 - Distribuciones Medife Sas,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",100,$88401,$22100,$36498,$27161,$28834
prospectos,811014191,811014191 - Naftalina Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",100,$160753,$80376,$81639,$165232,$26219
prospectos,811015620,811015620 - Ecoflora Sas,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",100,$10818,$2164,$5436,$38838,$51181
prospectos,811016049,811016049 - Nucleos E Inversiones Forestales De Colombia Sa,"C1610 - Aserrado, acepillado e impregnación de la madera",100,$125751,$25150,$15260,$10275,$23224
prospectos,811016211,811016211 - Mezclas Biomix S.A.S,C1090 - Elaboración de alimentos preparados para animales,100,$274804,$68701,$59054,$94872,$44951
prospectos,811017920,811017920 - Industria De Galletas Greco,C1081 - Elaboración de productos de panadería,100,$165015,$41254,$48020,$64935,$52385
prospectos,811018676,811018676 - John Uribe E Hijos Sa,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",100,$1243372,$248674,$242326,$484413,$245988
prospectos,811019880,811019880 - Antioqueña De Porcinos Sas,A0144 - Cría de ganado porcino,100,$1539910,$384978,$357983,$531566,$1173686
prospectos,811021765,811021765 - St Jude Medical Colombia Ltda,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,100,$519526,$103905,$159253,$12459,$410359
prospectos,811021772,811021772 - Suramericana De Textiles S.A.S.,"C1410 - Confección de prendas de vestir, excepto prendas de piel",100,$375645,$93911,$60446,$58906,$98654
prospectos,811022288,811022288 - Punto Cardinal Comunicaciones Sas,J6209 - Otras actividades de tecnologías de información y actividades de servicios informáticos,100,$32776,$8194,$20771,$37223,$32045
prospectos,811022796,811022796 - Inmunizadora Rionegro S.A.S,"C1610 - Aserrado, acepillado e impregnación de la madera",100,$67007,$16752,$18301,$4165,$45650
prospectos,811022882,811022882 - Tecnologías Alimenticias S.A.S.,C1089 - Elaboración de otros productos alimenticios n.c.p.,100,$339547,$67909,$78729,$21960,$61887
Clientes,811023886,811023886 - Ingeneo S.A.S.,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",100,$70527,$23509,$16158,$7667,$12704
prospectos,811024214,811024214 - Silicauchos Sas,C2219 - Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.,100,$81460,$20365,$32498,$11312,$27880
prospectos,811024730,811024730 - Maxibienes Sas,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,100,$19630,$9815,$0,$5345,$5791
prospectos,811027319,811027319 - Sociedad De Comercializacion Internacional Banafrut S.A,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,100,$1502004,$300401,$109101,$339898,$124374
prospectos,811031963,811031963 - Promotora Y Constructora De Proyectos Sas,F4111 - Construcción de edificios residenciales,100,$14259,$14259,$1142,,$6566
prospectos,811032699,811032699 - Global Garlic Sas,G4631 - Comercio al por mayor de productos alimenticios,100,$179794,$35959,$41807,$53077,$88370
prospectos,811032797,811032797 - Andes Cast Metals Foundry Sas,C2431 - Fundición de hierro y de acero,100,$27530,$13765,$3546,$0,$34347
prospectos,811033850,811033850 - Ingeconcreto S.A.S,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,100,$30500,$7625,$24850,$729,$22496
prospectos,811035383,811035383 - Ambientes Inteligentes Sas,G4690 - Comercio al por mayor no especializado,100,,,$0,$3,$4057
prospectos,811037225,811037225 - Century Global Sa,G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico,100,$4573,$1143,$714,$32589,($28824)
prospectos,811037554,811037554 - Condugas Sa Bic,F4290 - Construcción de otras obras de ingeniería civil,100,$131538,$43846,$31719,$13160,$28567
prospectos,811037682,811037682 - Distribuidora Matec Sas,G4755 - Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,100,$377200,$75440,$196856,$62366,$160549
prospectos,811041784,811041784 - Suplemedicos Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,100,$84250,$42125,$44770,$12812,$74540
Clientes,811042584,811042584 - Comedica Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",100,$141359,$35340,$26622,$10321,$30718
prospectos,811043685,811043685 - Inversiones Afin Sas,H5210 - Almacenamiento y depósito,100,$56352,$14088,$17933,$0,$820159
prospectos,811043844,811043844 - Distribuidora Coldiesel S.A.,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",100,$89652,$17930,$24740,$9453,$45267
prospectos,811045069,811045069 - Adn Software Sas,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",100,$417,$417,$347,$1042,$229
prospectos,811045903,811045903 - Distrimarcas S.A.S,G4631 - Comercio al por mayor de productos alimenticios,100,$160243,$40061,$30315,,$30408
prospectos,815000997,815000997 - Almotores Sas,G4511 - Comercio de vehículos automotores nuevos,100,$703420,$175855,$95708,$152538,$82392
prospectos,815004411,"815004411 - Especialistas En Reparacion, Montajes Industriales Y De Calderas S.A.S.",C3312 - Mantenimiento y reparación especializado de maquinaria y equipo,100,$25849,$6462,$8498,$22522,$36340
prospectos,830000556,830000556 - Papeles Y Corrugados Andina Sa,C1701 - Fabricación de pulpas (pastas) celulósicas; papel y cartón,100,$624527,$124905,$139650,$55933,$347638
prospectos,830006051,830006051 - Diageo Colombia S.A.,G4632 - Comercio al por mayor de bebidas y tabaco,100,$6203299,$1240660,$2024303,$919928,$658065
Clientes,830006122,830006122 - Promotora De Diversion Sas,R9321 - Actividades de parques de atracciones y parques temáticos,100,$111875,$22375,$36671,$2208,$44986
prospectos,830006901,830006901 - Automotores Comagro Sas,G4511 - Comercio de vehículos automotores nuevos,100,$687498,$137500,$117449,$164871,$98141
Clientes,830007710,830007710 - Pearson Educacion De Colombia Sas,"G4761 - Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados",100,$508550,$101710,$218963,$5981,$163411
prospectos,830013988,830013988 - Alfapeople Andino Sas,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,100,$109335,$27334,$82205,$55,$42577
prospectos,830015534,830015534 - Oga Sistemvac Sas,C2819 - Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,100,$160505,$40126,$60560,$98,$68672
prospectos,830015970,830015970 - Campoalto Acesalud S.A.S.,P8551 - Formación para el trabajo,100,$54992,$13748,$38212,$1998,$28065
prospectos,830018198,830018198 - Pasteurizadora Santodomingo S A,C1040 - Elaboración de productos lácteos,100,$412398,$103099,$69105,$11319,$111351
prospectos,830022319,830022319 - Trane De Colombia Sa,G4759 - Comercio al por menor de otros artículos domésticos en establecimientos especializados,100,$303172,$60634,$67180,$15784,$168151
prospectos,830036832,830036832 - Extractora Cusiana Sas En Reorganizacion,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,100,$80477,$20119,$9293,$64114,$67931
prospectos,830042385,830042385 - Krypto Consultoria Sas Bic,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",100,$18157,$6052,$5536,$2766,$3528
prospectos,830047215,830047215 - Centro Interactivo De Crm Sas,N8220 - Actividades de centros de llamadas (call center),100,$132312,$33078,$27547,$17381,$30968
prospectos,830047991,830047991 - Egon Zehnder Sas,M7020 - Actividades de consultoría de gestión,100,$61383,$15346,$23750,$118,$40284
Clientes,830054364,830054364 - Sign Supply Sa,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,100,$71993,$17998,$23586,$3950,$85454
prospectos,830057144,830057144 - Regus Colombia Limitada,N8211 - Actividades combinadas de servicios administrativos de oficina,100,$47661,$11915,$29149,$224649,($30480)
prospectos,830065157,830065157 - Leadersearch S.A.S.,N7830 - Otras actividades de provisión de talento humano,100,$96425,$19285,$76619,$4,$15500
prospectos,830066396,830066396 - Refratermic Sa,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,100,$40439,$10110,$9889,$2640,$30978
prospectos,830074045,830074045 - Cognosonline Solutions Colombia Sa,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,100,$74068,$18517,$23078,$1637,$18539
prospectos,830075684,830075684 - Rentandes S.A.S.,N7710 - Alquiler y arrendamiento de vehículos automotores,100,$340365,$68073,$149046,$501124,$307025
prospectos,830075862,830075862 - Mundial De Montacargas Sas,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",100,$54462,$13615,$19969,$17610,$27274
prospectos,830077975,830077975 - Axede Sa En Reorganización,J6190 - Otras actividades de telecomunicaciones,100,$79850,$26617,$31227,$11431,$15277
prospectos,830079015,830079015 - Meltec Comunicaciones Sa,J6120 - Actividades de telecomunicaciones inalámbricas,100,$362987,$120996,$90111,$50859,$99729
prospectos,830105621,830105621 - Osp International Cala Sas,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",100,$13409,$6704,$3071,$2486,$10750
prospectos,830110002,830110002 - Lacteos Camporal Sas Bic En Reorganizacion,C1040 - Elaboración de productos lácteos,100,$51328,$12832,$10778,$18259,($5676)
prospectos,830115079,830115079 - Auto Grande S A,G4511 - Comercio de vehículos automotores nuevos,100,$189579,$47395,$28354,$64353,$52663
prospectos,830117019,830117019 - Pilgrim Security Ltda,N8010 - Actividades de seguridad privada,100,$32579,$6516,$5728,$40,$6372
Clientes,830118816,830118816 - Sm Digital,M7310 - Publicidad,100,$69864,$23288,$27304,$548,$10985
prospectos,830120839,830120839 - Multisuministros Industriales Sas,G4669 - Comercio al por mayor de otros productos n.c.p.,100,$105708,$26427,$44698,$29277,$35372
prospectos,830122327,830122327 - Novatec Fluid System Sas,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,100,$74076,$18519,$26304,$10214,$20971
prospectos,830123946,"830123946 - Icono Urbano S,A,",F4112 - Construcción de edificios no residenciales,100,$10916,$2729,$0,$106361,$20698
prospectos,830143316,830143316 - Compañia Nacional De Aceites S.A. En Reorganizacion,C1032 - Elaboración de aceites y grasas de origen vegetal refinados,100,$227833,$56958,$18519,$64460,$104429
prospectos,830146140,830146140 - Gtc Ingenieria Sas,F4290 - Construcción de otras obras de ingeniería civil,100,$356262,$89066,$58386,$85059,$98639
prospectos,830507587,830507587 - Imw Colombia Ltda,C3312 - Mantenimiento y reparación especializado de maquinaria y equipo,100,$79745,$19936,$20015,$5684,$60286
prospectos,830508261,830508261 - C.I. Jyj Distribuciones S.A.S.,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",100,$71047,$17762,$11748,$15448,$10162
prospectos,830509277,830509277 - Disol Sa,"G4724 - Comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados",100,$96411,$32137,$19604,$4601,$12546
prospectos,830514150,830514150 - Blp Constructores Sa,F4111 - Construcción de edificios residenciales,100,$199,$50,$0,$240,$98505
prospectos,860001789,860001789 - Pelikan Colombia Sas,C3290 - Otras industrias manufactureras n.c.p.,100,$222762,$55690,$100331,$37729,$160214
prospectos,860003563,860003563 - Hitachi Energy Colombia Ltda,"C2711 - Fabricación de motores, generadores y transformadores eléctricos",100,$2023927,$404785,$296274,$415860,$441011
prospectos,860004855,860004855 - Goodyear De Colombia Sa,C2211 - Fabricación de llantas y neumáticos de caucho,100,$2041499,$408300,$201990,$418803,$734625
prospectos,860005074,860005074 - Ncr Colombia Ltda,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",100,$530747,$106149,$78107,$77858,$93378
prospectos,860005396,860005396 - Philips Colombiana S.A.S,G4669 - Comercio al por mayor de otros productos n.c.p.,100,$611325,$122265,$299532,$182685,$215560
prospectos,860007229,860007229 - Unimaq Sa,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,100,$24862,$24862,$12258,$15500,$7645
prospectos,860008812,860008812 - Liquido Carbonico Colombiana S.A.S.,C2011 - Fabricación de sustancias y productos químicos básicos,100,$181918,$45480,$126013,$0,$211985
prospectos,860020536,860020536 - Bardot Sas,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",100,$45068,$11267,$20434,$11802,$38619
prospectos,860029441,860029441 - Allergan De Colombia Sa,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",100,$316528,$105509,$128331,,$186421
prospectos,860032115,860032115 - Centro Automotor Diesel S.A,G4511 - Comercio de vehículos automotores nuevos,100,$1048146,$262037,$151476,$182163,$405353
prospectos,860034714,860034714 - Procalculo Prosis Sas,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",100,$95115,$23779,$31583,$3,$28376
prospectos,860048626,860048626 - Minipak S.A.S.,C2221 - Fabricación de formas básicas de plástico,100,$1394374,$278875,$417922,$181990,$1309854
prospectos,860049042,860049042 - Comestibles Italo S.A.,"C1082 - Elaboración de cacao, chocolate y productos de confitería",100,$462034,$92407,$159390,$95898,$440647
prospectos,860050906,860050906 - Adecco Colombia Sa,N7820 - Actividades de empresas de servicios temporales,100,$2815109,$563022,$199746,$18170,$77144
prospectos,860062288,860062288 - Plastinorte Sas,G4690 - Comercio al por mayor no especializado,100,$105702,$26425,$20077,$8353,$8133
prospectos,860065452,860065452 - Ingenieria Tecnica Y Cientifica Sas,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,100,$4121,$1030,$2233,$4371,$8604
prospectos,860065656,860065656 - Pollo Olimpico S.A,A0145 - Cría de aves de corral,100,$650837,$162709,$115181,$6863,$345968
prospectos,860071014,860071014 - Baucis Filemon Horeca Sas,I5511 - Alojamiento en hoteles,100,$17583,$4396,$5728,$1068,$22797
