PROSPECTOS.Fuente,NIT,Nit-Razon Social,Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU),UT,02.Ingreso Actividades Ordinarias,02.Promedio de Ingreso Actividades Ordinarias,05. Utilidad Bruta,01. Deuda,01.Patrimonio
,830033765,830033765 - Inverser Ltda Inversiones Y Servicios En Reorganizacion,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",,$51362,$12840,$17595,$33895,$33312
,830034702,830034702 - Marketing De Colombia Marketcol Sa En Reorganizacion,A0141 - Cría de ganado bovino y bufalino,,$676,$225,$65,$112928,($53954)
,830035105,830035105 - Placecol Sa,C2221 - Fabricación de formas básicas de plástico,,$118602,$29650,$30442,$25082,$99642
,830035416,830035416 - Pinotho Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$52464,$13116,$10662,$218,$12967
,830036921,830036921 - Vidrio Andino Sas,C2310 - Fabricación de vidrio y productos de vidrio,,$1806900,$361380,$527202,$1835,$2188983
,830037322,830037322 - Protelca Ingenieros Arquitectos Sas,F4290 - Construcción de otras obras de ingeniería civil,,$94858,$23715,$15685,$4987,$33931
,830038757,830038757 - Quimica Lider Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$208677,$52169,$48878,$1909,$42327
,830038852,830038852 - Duopapel Sa,G4690 - Comercio al por mayor no especializado,,$4802,$4802,$1988,$3391,$4525
,830038909,830038909 - Grupo Empresarial Forlin Sas En Reorganizacion,C2410 - Industrias básicas de hierro y de acero,,,,$0,$5195,$124
,830039025,830039025 - Construcciones San Jacinto Sas,F4112 - Construcción de edificios no residenciales,,$581,$145,$0,$39828,$89139
,830039311,830039311 - Rosamina Sas,A0125 - Cultivo de flor de corte,,$51934,$12983,$21776,$47068,$58108
,830039485,830039485 - Importaciones Energia 6 Cia Sas,G4669 - Comercio al por mayor de otros productos n.c.p.,,$883,$221,$224,$1139,$23408
,830040359,830040359 - W&C Interantional Sas,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",,$78280,$19570,$9758,$6735,$5584
,830040805,830040805 - Constructora Arawak S A S,F4330 - Terminación y acabado de edificios y obras de ingeniería civil,,,,$0,$0,$614
,830041038,830041038 - Col Ret Sas,G4520 - Mantenimiento y reparación de vehículos automotores,,$5286,$1322,$2250,$2152,$6925
,830041600,830041600 - Alpo S.A.S,C2029 - Fabricación de otros productos químicos n.c.p.,,$71807,$17952,($1896),$56392,($32161)
,830042176,830042176 - Estacion De Servicio Mondoñedo Sa,G4731 - Comercio al por menor de combustible para automotores,,$7133,$1783,$444,$0,$16707
,830042921,830042921 - Proing Sas Proyectos E Ingenieria Sas,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,,$30338,$7585,$16487,$2696,$51387
,830045080,830045080 - Farmabio Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,$32697,$8174,$13721,$9448,$11482
,830047078,830047078 - Siegwerk Colombia Ltda,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$97691,$24423,$38703,,$13649
,830048718,830048718 - Plastempack De Colombia S.A.S,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$55158,$13789,$16542,$2467,$30113
,830048991,830048991 - Colrecambios Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$70631,$17658,$23459,$963,$45236
,830049221,830049221 - Import Line Sas,G4690 - Comercio al por mayor no especializado,,$71431,$17858,$15176,$3564,$37857
,830049477,830049477 - Splendor Flowers Sas En Reorganizacion,A0125 - Cultivo de flor de corte,,$0,$0,$0,$61506,($181371)
,830049630,830049630 - Productos Y Suministros Sas,"G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",,$139307,$34827,$32301,$1206,$63728
,830051519,830051519 - V&S Comercial Sas,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,,$73150,$18287,$10284,$2396,$42321
,830052449,830052449 - Sodeca Latam Sas,C2819 - Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,,$58922,$14730,$20164,$37540,$12358
,830052592,830052592 - Valagro Andina Sas,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,,$132682,$33170,$54229,$15669,$37631
,830053340,830053340 - Tramontina De Colombia S.A.S,G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico,,$205090,$51273,$96057,$43737,$133602
,830053806,830053806 - Ingenieria Total Limitada,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,,$1263,$421,$1170,$382,$1730
,830054922,830054922 - Prodithin Ltda,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",,$160323,$40081,$23864,$4637,$37869
,830055137,830055137 - Distribuidora Alianza Ltda,"G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",,$46876,$11719,$12219,$20559,$36980
,830057739,830057739 - Strong Machine Sasa,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,$161421,$40355,$54037,$4146,$187424
,830058415,830058415 - Mandala Foods Sas,C1089 - Elaboración de otros productos alimenticios n.c.p.,,$51025,$12756,$10893,$3085,$18250
,830058765,830058765 - Inversiones Cortes Roman & Cia En C,G4690 - Comercio al por mayor no especializado,,$1233,$308,$1016,$457,$18472
,830058959,830058959 - Checorepuestos S.A.S.,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$46851,$11713,$15741,$5140,$20405
,830059412,830059412 - Comtecol S A S,C3320 - Instalación especializada de maquinaria y equipo industrial,,$28985,$7246,$14189,$3212,$20829
,830059437,830059437 - Edredona Sas,"C1392 - Confección de artículos con materiales textiles, excepto prendas de vestir",,$98827,$24707,$20601,$2782,$16399
,830060377,830060377 - Dyl Distribuciones Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,$86235,$21559,$27235,$17008,$23925
,830060602,830060602 - Imequipos Imetan Sas,"G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",,$131767,$32942,$24003,$3548,$34976
,830060632,830060632 - Makser Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,$19112,$6371,$4720,$2762,$6960
,830060953,830060953 - Petrocombustion Sas En Reorganizacion,H4923 - Transporte de carga por carretera,,$22573,$7524,$4281,$19810,$6984
,830061961,830061961 - Tecnosalud America Sas,C3110 - Fabricación de muebles,,$55623,$13906,$30730,$61,$17879
,830062057,830062057 - Oteros Sas,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,$288,$96,$0,,$4314
,830062393,830062393 - Technodrill Sas,C2410 - Industrias básicas de hierro y de acero,,$99331,$24833,$32080,$7661,$69514
,830062640,830062640 - Hortifresco Villa Leovi Sas,"A0113 - Cultivo de hortalizas, raíces y tubérculos",,$106601,$26650,$54866,$11359,$19189
,830062725,830062725 - Comercializadora Nuevo Milenio Sas,G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico,,$36756,$9189,$10904,$1281,$55888
,830063291,830063291 - Romaquin Sas,N8129 - Otras actividades de limpieza de edificios e instalaciones industriales,,$19561,$4890,$4271,$773,$10719
,830064116,830064116 - Ingyserv  Sas,F4290 - Construcción de otras obras de ingeniería civil,,$224,$112,$157,$0,$2993
,830064657,830064657 - Ingenieria Strycon Sas En Reorganizacion,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,,$132,$132,($373),$343,($14107)
,830064917,830064917 - Los Morales De Castilla Sas,G4731 - Comercio al por menor de combustible para automotores,,$37138,$9284,$1540,$1497,$8385
,830066112,830066112 - Grupo Empresarial Farmaceutico Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,$8100,$4050,$2973,$1136,$9133
,830066116,830066116 - Prefabricacion Y Proyectos Sas,"C2395 - Fabricación de artículos de hormigón, cemento y yeso",,$7305,$3653,$1035,$2090,$5288
,830066209,830066209 - Puentes Grúas Y Polipastos Hansecol Sas,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,,$42560,$10640,$16372,$2075,$14229
,830068051,830068051 - Suplexcol Sas,A0150 - Explotación mixta (agrícola y pecuaria),,$1750,$583,$31,,$4211
,830068056,830068056 - Hot Trade Sas,G4649 - Comercio al por mayor de otros utensilios domésticos n.c.p.,,$12601,$3150,$5371,$8250,$6628
,830068318,830068318 - Xcb De Colombia Limited Sucursal Colombiana,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",,$2063429,$515857,$173719,$0,($137062)
,830069055,830069055 - Inversiones Conecciones Y Cia S.A.S.Servicio Bar-Restaurantei5611 - Expendio A La Mesa De Comidas Preparadas01. Anualinversiones Conecciones Y Cia S.A.S.Inversiones Conecciones Y Cia S.A.S.Activa08. Sociedad Por Acciones Simplificada Sas07. Actividad Económica Diferente A Las Anteriores,R9007 - Actividades de espectáculos musicales en vivo,,$49572,$12393,$12393,$16906,$94962
,830069306,830069306 - Frana International Sas,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,,$149830,$37457,$41326,$34780,$93274
,830069718,830069718 - Inversiones Novagro Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$4285,$1428,$3958,$6,$52668
,830070021,830070021 - Inversiones Peniel Sas,C1040 - Elaboración de productos lácteos,,$159781,$39945,$45223,$24691,$35493
,830070281,830070281 - Fundicom Fundiciones Y Componentes Automotores Sas Fundicom Sas En Reorganizacion,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$0,$0,$0,$61658,($2426)
,830070950,830070950 - Ci Conalex Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$189538,$47384,$21872,$9548,$13006
,830071212,830071212 - Pinturas Multitonos Sas,"C2022 - Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",,$38332,$9583,$8650,$6362,$12945
,830071552,830071552 - Compañia Agroindustrial Andina Sa,A0145 - Cría de aves de corral,,$91612,$22903,$10227,$866,$7179
,830071604,830071604 - Sygla Colombia Ltda,C2029 - Fabricación de otros productos químicos n.c.p.,,$384540,$96135,$63533,$7935,$268805
,830071696,830071696 - Metalcenter S.A.,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,$162911,$40728,$21964,$4149,$24829
,830072419,830072419 - Productora Y Comercializadora De Papa Sanchez Y Calderon Ltda,G4631 - Comercio al por mayor de productos alimenticios,,$79905,$19976,$23470,$46073,$73433
,830073570,830073570 - Innovateq S.A.S.,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$279839,$55968,$69424,$51859,$78045
,830073623,830073623 - Key Market  Sas En Reorganizacion,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",,$48730,$12183,$8830,$12157,$21835
,830074655,830074655 - Proyecformas Sas,C3110 - Fabricación de muebles,,$24972,$6243,$10070,$746,$7821
,830075357,830075357 - C I Japan Sas,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",,$43295,$10824,$2007,$821,$3390
,830075789,830075789 - Iberchem Colombia Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$350486,$87621,$111342,$321,$156115
,830076341,830076341 - Inversiones Y Desarrollo Mar De Plata Sa,A0141 - Cría de ganado bovino y bufalino,,$7894,$3947,$1361,$743,$57744
,830077018,830077018 - Aj Franco Ingenieros Compañia Limitada,F4220 - Construcción de proyectos de servicio público,,$87,$43,($131),$4,$2166
,830078644,830078644 - Oben Distribuidora Ltda,G4669 - Comercio al por mayor de otros productos n.c.p.,,$448284,$89657,$35804,$25160,$137911
,830081188,830081188 - Productores De Agregados De Colombia S A S,"B0811 - Extracción de piedra, arena, arcillas comunes, yeso y anhidrita",,$0,$0,$0,$0,$304
,830082008,830082008 - Mecanica Industrial Y Plastica Sas,C2829 - Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,,$662026,$220675,$228513,$27534,($354974)
,830082401,830082401 - Rinol Pisocreto S.A.S,F4290 - Construcción de otras obras de ingeniería civil,,$83939,$20985,$16917,$34908,$75728
,830082545,830082545 - Iimmagen Sa,F4290 - Construcción de otras obras de ingeniería civil,,$68030,$17008,$10979,$30511,$47326
,830082556,830082556 - New High Glass Colombia Sas,G4649 - Comercio al por mayor de otros utensilios domésticos n.c.p.,,$16094,$4023,$5052,$560,$12239
,830082694,830082694 - Papeles El Tunal S.A.S,"G4665 - Comercio al por mayor de desperdicios, desechos y chatarra",,$93596,$23399,$24558,$13431,$22648
,830083392,830083392 - Productora De Textiles De Tocancipa Sa,C1312 - Tejeduría de productos textiles,,$1104469,$220894,$97198,$0,$744101
,830083756,830083756 - Sas,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",,$79541,$26514,$15839,$14616,$25220
,830084108,830084108 - Organizacion Jamalu Sas,K6532 - Régimen de ahorro individual con solidaridad (RAIS),,$32,$8,$0,,$19282
,830084116,830084116 - Select Pets De Colombia Sas,G4631 - Comercio al por mayor de productos alimenticios,,$52014,$13004,$7362,$2018,$7317
,830084992,830084992 - Iccd Ltda,C2829 - Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,,$37848,$9462,$18990,,$18705
,830085497,830085497 - Industrias Goyaincol Sas,C3290 - Otras industrias manufactureras n.c.p.,,$154728,$38682,$60864,$18119,$171974
,830085522,830085522 - Agrofranco Sas,G4653 - Comercio al por mayor de maquinaria y equipo agropecuarios,,$51432,$12858,$20637,$17215,$11779
,830085577,830085577 - Industrias Martinicas El Vaquero Sas,G4669 - Comercio al por mayor de otros productos n.c.p.,,$129132,$32283,$61456,$249563,$65781
,830085847,830085847 - Soluciones Logisticas Alacarga Sa,H4923 - Transporte de carga por carretera,,,,$0,$123,$1777
,830087030,830087030 - Sos Soluciones De Oficina Y Suministros Sas,G4690 - Comercio al por mayor no especializado,,$39468,$9867,$8862,$5256,$14435
,830087469,830087469 - Aceites Finos Sas,C1032 - Elaboración de aceites y grasas de origen vegetal refinados,,$100989,$25247,$16328,$1,$28053
,830087566,830087566 - Inversiones Julyser Sas,B0510 - Extracción de hulla (carbón de piedra),,$34545,$8636,$8905,$4821,$10215
,830087855,830087855 - Biolore Ltda,G4690 - Comercio al por mayor no especializado,,$85269,$21317,$43124,$4107,$49894
,830087927,830087927 - Andina Internacional De Tanques Ltda,H4923 - Transporte de carga por carretera,,$8796,$2199,$0,$3944,$6952
,830088184,830088184 - Comercializacora El Convenio Sas,B0510 - Extracción de hulla (carbón de piedra),,$28629,$7157,$7284,$1634,$10057
,830088602,830088602 - Ingenieria Colombiana Y Alquiler De Maquinaria Ingecolmaq Sas,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",,$100520,$25130,$22324,$50122,$28864
,830088925,830088925 - Importadora Tonifa Sas,G4690 - Comercio al por mayor no especializado,,$13147,$3287,$4381,$5886,$15632
,830089336,830089336 - Td Synnex Colombia Ltda,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,$2737847,$547569,$277123,$72855,$432660
,830090620,830090620 - Suministros Diesel Ltda,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$7544,$1886,$2910,,$3981
,830090667,830090667 - Construcciones Mac Sas,F4210 - Construcción de carreteras y vías de ferrocarril,,$5033,$1258,$2692,$4236,$31008
,830091965,830091965 - Baggrit De Colombia Sa,C1051 - Elaboración de productos de molinería,,$274029,$68507,$77307,$3309,$173118
,830091979,830091979 - Vicmon Trading Representaciones S.A.S.,G4610 - Comercio al por mayor a cambio de una retribución o por contrata,,$38338,$9584,$11034,$9,$8386
,830092023,830092023 - Milktech Ltda,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,$1099,$366,$288,$1488,$5496
,830092048,830092048 - Casagro Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$296784,$74196,$56219,$81951,$58914
,830092332,830092332 - Darwin Colombia Sas,"A0130 - Propagación de plantas (actividades de los viveros, excepto viveros forestales)",,$97708,$24427,$22912,$86122,$53517
,830092353,830092353 - Mundial De Repuestos Ci Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$43059,$10765,$14699,$11035,$11136
,830094215,830094215 - Constructora Roldan Moreno Guillermo Sas,F4111 - Construcción de edificios residenciales,,$32864,$10955,$8126,$850,$38854
,830094426,830094426 - F&M Chocolates.Sas,"C1082 - Elaboración de cacao, chocolate y productos de confitería",,$62458,$15614,$15701,$14435,$20403
,830096048,830096048 - Colyong S.A.,G4511 - Comercio de vehículos automotores nuevos,,$474,$237,$49,$2340,$1738
,830096788,830096788 - Itw Colombia S.A.S.,C2029 - Fabricación de otros productos químicos n.c.p.,,$94933,$18987,$56995,$90,$121459
,830096903,830096903 - Tecsil Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,$45894,$11474,$12499,$6133,$15910
,830098143,830098143 - Plasticos Mq S.A.S.,C2229 - Fabricación de artículos de plástico n.c.p.,,$52032,$52032,$18955,$24611,$30419
,830098290,830098290 - Industria Colombiana De Perfiles Metalicos Sa,C2410 - Industrias básicas de hierro y de acero,,$870720,$174144,$115287,$625143,$510324
,830099055,830099055 - Chemicals World Colombia S A S,G4690 - Comercio al por mayor no especializado,,$105407,$26352,$13231,$19833,$35689
,830099077,830099077 - Proplantas Sa,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,,$70375,$17594,$17767,$17265,$15890
,830099285,830099285 - Diaz Arias E Hijos Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$1531,$383,$0,$0,$16752
,830099510,830099510 - Ci Exporimpreex Sas,G4669 - Comercio al por mayor de otros productos n.c.p.,,$90,$23,$43,$947,$17233
,830099732,830099732 - Distribuidora Inglesa - S.A.S,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,$107444,$26861,$21366,$4525,$44941
,830099924,830099924 - Empresa Minera Tencua Sas,B0710 - Extracción de minerales de hierro,,$4719,$1180,$1256,$350,$23655
,830100498,830100498 - C.I Inversiones Derca Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",,$1326,$1326,$117,$4915,$4340
,830101419,830101419 - Arcillas De Colombia S.A.,C2392 - Fabricación de materiales de arcilla para la construcción,,$29435,$7359,$10167,$1112,$23379
,830102609,830102609 - Diestra Brands & Retail S.A.S.,C3110 - Fabricación de muebles,,$32139,$8035,$12896,$9247,$8213
,830103204,830103204 - Comercializadora Tucan Flowers Sas,A0125 - Cultivo de flor de corte,,$59668,$14917,$14133,$3291,$9056
,830104769,830104769 - Max Trailer Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$46973,$11743,$13255,$2638,$40995
,830105173,830105173 - Cde Laboratorios Sas,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",,$30401,$7600,$7688,$5487,$14127
,830106111,830106111 - Inversiones Pacan Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$649,$162,$0,$0,$17039
,830106126,830106126 - La Esperanza Industrial De Alimentos Ltda,C1011 - Procesamiento y conservación de carne y productos cárnicos,,$248665,$62166,$55163,$11191,$36208
,830106319,830106319 - Trading Foods Sas,C1089 - Elaboración de otros productos alimenticios n.c.p.,,$126742,$31686,$20181,$27689,$6812
,830106563,830106563 - Comestibles Rym S.A.S,C1089 - Elaboración de otros productos alimenticios n.c.p.,,$4236,$4236,$436,$21,$2136
,830108536,830108536 - Matydeco Sas,I5511 - Alojamiento en hoteles,,$4958,$1240,$1176,$73,$4694
,830108963,830108963 - Flamingo Oil Sa,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,,$11057,$2764,$2534,,$48953
,830108975,830108975 - Industrias Cauchope Sas En Reorganizacion,G4690 - Comercio al por mayor no especializado,,$6433,$2144,$1653,,($1252)
,830108993,830108993 - Bedigital Sa,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,$8718,$8718,$3077,$3178,$4979
,830109078,830109078 - Transmision Mecanica Sas,C2829 - Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,,$66103,$16526,$18958,$3916,$20806
,830110570,830110570 - Nex Computer Sas,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",,$93208,$23302,$9398,$32023,($26982)
,830112039,830112039 - Grupo San Jacinto S.A.S,M7020 - Actividades de consultoría de gestión,,$7363,$1841,$0,$143,$204312
,830112583,830112583 - Biostar Pharmaceutical S.A.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,$108848,$27212,$63106,$20393,$76042
,830113162,830113162 - Summerland Overseas Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$1135,$378,$0,,$4385
,830114721,830114721 - Sac Seguridad Automatizacion Y Control Sas,G4690 - Comercio al por mayor no especializado,,$319470,$63894,$73912,$66884,$45793
,830114793,830114793 - Combustible Equipos Y Servicios Ces Sas,G4731 - Comercio al por menor de combustible para automotores,,$22983,$5746,$4093,$10,$7149
,830115671,830115671 - Rent Industrial Sas,F4390 - Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,,$20360,$5090,$9946,$212,$24328
,830115796,830115796 - Nov Downhole De Colombia,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,,$70949,$35474,$30731,$7552,$77938
,830116718,830116718 - Clean And Life S.A De Colombia,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$2226,$557,($3805),$4074,$84350
,830116746,830116746 - Merquimia Colombia Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$435887,$87177,$122893,$84655,$171457
,830116891,830116891 - E De La Cruz Constructores Sas,F4290 - Construcción de otras obras de ingeniería civil,,$125591,$31398,$36851,$29329,$59165
,830116939,830116939 - Inversiones Matiz Aldana Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$174722,$43681,$102147,$87929,$824132
,830117718,830117718 - Inmobiliaria San Jacinto Sas,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",,,,$0,$2198,$18102
,830118122,830118122 - Molino Procesar S.A. En Reorganización,C1051 - Elaboración de productos de molinería,,$0,$0,$0,$19713,$50512
,830118415,830118415 - Rainforest Farms & Bouquets Comercializadora Internacional S.A.S,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,,$183961,$45990,$15494,$2500,$6284
,830118457,830118457 - Avitenza Sas,A0145 - Cría de aves de corral,,$196297,$49074,$16320,$16713,$19121
,830118540,830118540 - Creciendo Ltda,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,,$256,$128,$0,,$1092
,830119043,830119043 - Proconvet S.A,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,$63304,$15826,$37657,$12014,$18371
,830119080,830119080 - Feme Ingenieria S A S,F4290 - Construcción de otras obras de ingeniería civil,,$19144,$4786,$10184,$4797,$98608
,830119307,830119307 - Ilong Term Initiatives Colombia Sas,M7020 - Actividades de consultoría de gestión,,$19145,$4786,$9572,$81879,$47245
,830119397,830119397 - Ecoeficiencia Co Sas,"G4665 - Comercio al por mayor de desperdicios, desechos y chatarra",,$277,$138,$0,,$25993
,830120369,830120369 - Amancay Sas,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,,$532169,$106434,$33439,$68582,$5591
,830122420,830122420 - Plasticos Y Maderas Reciclables Sas,"G4665 - Comercio al por mayor de desperdicios, desechos y chatarra",,$51257,$12814,$14393,$4539,$37002
,830122711,830122711 - Pacific Petroleum Energy Sa,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,,$37345,$9336,$10870,$12365,$34662
,830122777,830122777 - Dva De Colombia Ltda,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$217079,$54270,$78941,$91666,$29451
,830122904,830122904 - Latin Pack Sas,G4669 - Comercio al por mayor de otros productos n.c.p.,,$193507,$48377,$41052,$10667,$56747
,830123119,830123119 - Distribuidora De Maquinaria Agricola Y Pecuaria Dimap S.A.S.,G4653 - Comercio al por mayor de maquinaria y equipo agropecuarios,,$45625,$11406,$20637,$13471,$11710
,830123158,830123158 - Biolodos Sa Esp,E3700 - Evacuación y tratamiento de aguas residuales,,$4624,$1156,$1011,$4729,$49405
,830123870,830123870 - Quimiplast Ingenieria Sas,C2030 - Fabricación de fibras sintéticas y artificiales,,$286447,$71612,$39171,$45578,$105930
,830124236,830124236 - Premium Filters Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$193792,$48448,$66109,$16336,$37710
,830124312,830124312 - Nesitelco Sas,J6190 - Otras actividades de telecomunicaciones,,$7875,$7875,$361,$6247,$2823
,830125282,830125282 - Incolnox Sas,"C2512 - Fabricación de tanques, depósitos y recipientes de metal, excepto los utilizados para el envase o el transporte de mercancías",,$62566,$15641,$15735,,$23759
,830125779,830125779 - Industrias Metalicas Cilgas .S.A.S,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,,$69967,$17492,$10713,$8542,$41629
,830126569,830126569 - Colombiana De Envases Industriales Sa,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,,$92628,$23157,$24166,$3705,$22075
,830127502,830127502 - Industria Electro Mecanica Inelmec S.A.S.,C2610 - Fabricación de componentes y tableros electrónicos,,$9377,$2344,$3522,$1001,$7020
,830127739,830127739 - Distribuidor De Productos Quimicos Sesan Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$58825,$14706,$10582,$3633,$16103
,830128901,830128901 - Inversora De Tocancipa S.A.S Invertop Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$1908,$477,$0,,$153612
,830129024,830129024 - Nikken Colombia Ltda,G4755 - Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,,$73645,$18411,$44883,$103,$5040
,830129246,830129246 - Cincel Colombia Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$19693,$4923,$0,$21593,$139971
,830130029,830130029 - Chemioil Colombia Services Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$44416,$14805,$16331,$274,$22349
,830130199,830130199 - Etiquetas Y Capsulas De Colombia Eticap Sas,C2229 - Fabricación de artículos de plástico n.c.p.,,$60947,$15237,$12821,$3283,$29447
,830130520,830130520 - Arm Transformadores Sas,"C2711 - Fabricación de motores, generadores y transformadores eléctricos",,$53316,$13329,$11031,$2787,$17106
,830130967,830130967 - Ortiz Muñoz Galindo Ingenieria S.A.S. En Reorganizacion,C2511 - Fabricación de productos metálicos para uso estructural,,$7272,$1818,$1496,$8400,$15391
